halId_s,version_i,uri_s,docType_s,doiId_s,nntId_s,title_s,abstract_s,keyword_s,authId_i,authFirstName_s,authLastName_s,authFullName_s,producedDate_s,domain_s,structAddress_s,structCode_s,structCountry_s,structName_s,structType_s,structAcronym_s,language_s
tel-01632492,1,https://tel.archives-ouvertes.fr/tel-01632492,THESE,,2017GREAT003,"Conception\, fabrication and characterization of new advanced FDSOI devices for ESD robustness and performance,Conception\, fabrication et caractérisation de nouveaux dispositifs de FDSOI avancés pour protection contre les décharges électrostatiques","The thesis main objective is the design of protection againstelectrostatic discharge (ESD)\, for deep submicron (DSM)state-of-the-art fully depleted silicon-on-insulator technology (FDSOI).This requires the ESD characterization of existing elementary devicesand design of new FDSOI devices. The detailed characterization of thephysical mechanisms and device performance will be conducted at IMEPwhich has adequate facilities and scientific competence in this field.It will then be necessary to make choices for ESD protectionstrategies based on circuit applications by STMicroelectronics. Anambitious approach aims to develop novel SOI components used for ESDprotection. This part of the work will be performed under theresponsibility of IMEP as it has has recently invented and publishedseveral types of revolutionary transistors Z 2-FET\, TFET andBET-FET. It will be necessary to understand the fabrication processtechnology of STMicroelectronics. In this framework\, 3D simulation ofthe technology will be performed on TCAD software for 28nm FDSOI andfuture technologies. Physical simulation\, with TCAD tools of thesemiconductor will be used to study more precisely the behavior of theelementary devices of ESD protection. Collaboration with the IMEP isessential for the identification and analysis of the physicalmechanisms governing device operation.In particular\, the main objective is to integrate ESD protection andevaluate its effectiveness and design. It will also be possible toperform mixed-mode simulation to better analyse the effects of the 3Dstructure (corner effects\, depolarization of substrate) and evaluatethe influence of trigger circuits associated with this protection.Optimizing the implementation of ESD protection will then be possible.Having studied from a theoretical point of view and numericalsimulation\, ESD protection cells and trigger circuits associated withthe ESD protection strategy\, qualification on silicon will be applied.This will be done by a test vehicle in the chosen SOI technology\, andelectrical characterization of the structures and protection networkswill follow. Finally\, the ESD performance will be analyzed to provideoptimization of the design and the choice of ESD protection strategybased on targeted applications.,Ce sujet de thèse a pour objectif principal la conception de protection contre les décharges électrostatiques (ESD) en technologie silicium avancée sur isolant film mince (FDSOI) avec la compatibilité substrat massif. Ceci suppose une caractérisation ESD des dispositifs élémentaires déjà existants et une conception complète de nouveaux dispositifs sur technologie FDSOI. Ces caractérisations se feront\, soit en collaboration avec les équipes de caractérisation ESD présents à STMicroelectronics-Crolles\, soit directement par le doctorant grâce au banc de test ESD présent dans le laboratoire pour les développements plus en amont si besoin. La caractérisation fine des mécanismes physiques et des performances des composants sera menée à IMEP qui dispose des équipements adéquats (bancs de mesures en basse et haute température\, bruit\, pompage de charge\, etc) et d’une compétence scientifique incontournable. Il sera ensuite nécessaire d’effectuer des choix de stratégies de protection ESD en fonction des applications et des circuits visés par les équipes de STMicroelectronics. On gardera à l’esprit la notion de fiabilité dès la conception de la protection. Une des stratégies envisagée pour la réalisation de protections ESD compatibles avec des films ultra-minces est l’intégration de ces dispositifs sur substrats hybrides. En effet\, il a été démontré chez STMicroelectronics en partenariat avec le LETI qu’il était possible de co-intégrer à partir d’un substrat SOI des dispositifs FDSOI ainsi que des dispositifs bulk. Ceci est rendu possible au moyen d’un réticule supplémentaire qui permet de venir retirer le film de silicium et l’oxyde enterré aux endroits voulus. Ainsi la protection ESD est similaire à celle réalisée sur silicium massif mais avec des implantations compatibles avec des dispositifs à film mince. Les dispositifs sont donc sensiblement différents de ceux réalisés sur bulk et nécessitent une caractérisation approfondie afin de les optimiser au mieux. Une approche ambitieuse vise à concevoir des composants SOI inédits\, utilisables pour la protection ESD. Ce volet du travail sera en autre effectué sous la responsabilité de l’IMEP qui a récemment inventé et publié plusieurs types de transistors révolutionnaires : Z2-FET\, TFET et BET-FET [12-14].Les études se feront sur des dispositifs silicium sur isolant issus des technologies de fabrication STMicroelectronics. Pour ce faire\, il sera nécessaire d’appréhender les techniques de fabrication. Dans ce cadre\, une simulation des processus de fabrication est envisagée sous la chaîne d’outil ISE-TCAD en C20nm et technologies futures. Tout d’abord ceci permettra d’embrasser l’ensemble des possibilités inhérentes à la création de nouveaux composants dans la technologie considérée et ensuite cette étude préliminaire fournira des structures de simulation pour les configurations ESD. Parallèlement\, les outils TCAD de simulation physique du semi-conducteur à gap indirect type silicium seront mis à profit pour étudier plus précisément le comportement du composant élémentaire de protection ESD. Ces éléments peuvent être par exemple de type : diode\, ggNMOS\, Tr BIMOS\, SCR ou SCR\, T2\, Beta-matrice\, PPP… La synergie avec l’IMEP est essentielle pour l’identification et l’analyse des mécanismes physiques gouvernant le fonctionnement des dispositifs. Notamment\, l’objectif principal est d’intégrer la protection ESD dans son application finale et d’évaluer son efficacité et son dimensionnement par l’intermédiaire de paramètres géométriques par exemple. Il sera également possible de réaliser des simulations mixtes afin de mieux tenir compte des effets 3D de la structure (effet de coins\, dépolarisation de substrat) et de connaître l’influence des circuits de déclenchement associés à cette protection. L’optimisation de l’implantation de la protection ESD sera alors envisageable au regard des résultats de simulation. On se place ici dans le cadre d’une démarche de Co-Design de protection ESD.","Fd-Soi,Advanced cmos,Electrical characterization,Tcad,Esd,Fabrication,Cmos avancé,Caractérisation electrique",1667730,Sotirios,Athanasiou,Sotirios Athanasiou,2017-01-17,"0.spi,1.spi.nano","Site Grenoble : Grenoble INP - Minatec : 3\, Parvis Louis Néel - CS 50257 - 38016 Grenoble Cedex 1 / Site Chambéry : Université de Savoie - F73376 Le Bourget du Lac Cedex,27\, rue Marcoz - 73000 Chambéry,46 avenue Félix Viallet 38031 Grenoble Cedex 1,BP 53 - 38041 Grenoble Cedex 9,46 avenue Félix Viallet 38031 Grenoble Cedex 1,CS 40700 - 38058 Grenoble cedex",UMR5130,"fr,fr,fr,fr,fr,fr,fr","Institut de Microélectronique\, Electromagnétisme et Photonique - Laboratoire d'Hyperfréquences et Caractérisation,Centre National de la Recherche Scientifique,Université Savoie Mont Blanc,Institut National Polytechnique de Grenoble,Université Joseph Fourier - Grenoble 1,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Université Grenoble Alpes","laboratory,institution,institution,institution,institution,institution,institution","IMEP-LAHC,CNRS,USMB [Université de Savoie] [Université de Chambéry],INPG,UJF,Grenoble INP,UGA",en
hal-01632491,1,https://hal-mines-paristech.archives-ouvertes.fr/hal-01632491,ART,10.1016/j.apenergy.2017.08.058,,Maximizing intermittency in 100% renewable and reliable power systems: A holistic approach applied to Reunion Island in 2030,"Technical constraints related to power systems management may limit the high integration of variable renewable energy sources in the power mix. This issue is addressed for the Reunion Island\, which aims to reach energy independence by 2030 using renewables. To that end\, a long-term power system analysis is proposed using a comprehensive and coherent approach based on a bottom-up TIMES model providing future production mixes according to different scenarios. A transient reliability indicator based on kinetic energy is proposed and endogenized within the model. In addition\, a dedicated Kuramoto model describes the synchronism condition required for aggregating the kinetic energy embedded in the whole power system. For the case of Reunion island\, this methodology draws the following conclusions: (i) to achieve the renewables target\, the capacity to invest in the energy sector is doubled\, and the level of reliability decreases considerably; (ii) the loss of reliability induced by higher intermittency— typically —in the power mix can be counter balanced and leveraged by implementing flexibility solutions (demand response and storage).",Energy planning Power system Renewable energy sources Intermittency Synchronism Storage Demand response Transient reliability System adequacy Reunion Island,"99106,230597,632202,512600,1116570,589831,1115701","Nadia,Vincent,Edi,Stéphanie,Vincent,Xiang,Pengbo","Maïzi,Mazauric,Assoumou,Bouckaert,Krakowski,Li,Wang","Nadia Maïzi,Vincent Mazauric,Edi Assoumou,Stéphanie Bouckaert,Vincent Krakowski,Xiang Li,Pengbo Wang",2017-08,"0.sde,1.sde.plan,0.sde,1.sde.plt","Centre de Mathématiques Appliquées Rue Claude Daunesse CS 10207 06904 Sophia Antipolis Cedex,60\, boulevard Saint-Michel 75006 Paris",,"fr,fr,fr,fr,fr","Centre de Mathématiques Appliquées,MINES ParisTech - École nationale supérieure des mines de Paris,PSL Research University,Schneider-Electric,Schneider-Electric","laboratory,institution,institution,laboratory,institution","CMA,PSL",en
hal-01632490,1,https://hal.archives-ouvertes.fr/hal-01632490,OTHER,,,Stochastic geometry approaches for D2D communications in dense heterogeneous networks,"Stochastic geometry (SG) is a useful tool to estimate the interferences and the data rates in wireless networks. 5G is being defined and includes numerous types of heterogeneous links: LTE-based communications\, Device-to-Device (D2D) links\, etc. Despite the adaptability of SG\, its use remains complex\, and various approaches are necessary\, in particular for D2D communications\, depending on the studied network environment. D2D links can be implemented either in the cellular band\, sharing the LTE spectrum (Inband Underlay) or using a dedicated portion of this spectrum (Inband Overlay)\, or in unlicensed bands (Outband D2D). In the case of Uplink Inband communications\, SG easily allows to quantify the SINR by means of Point Processes. However\, if D2D communications use the Downlink\, it is much more complicated to quantify this ratio\, due to the joint distributions of the users and the base stations. Besides\, the choice of hexagonal or Voronoï cells influences the associated calculations. Furthermore\, the propagation environment involves different small-scale fading models(Rayleigh or Nakagami-m fading). In this work\, we propose to present and analyze the various approache s of SG for D2D communications in dense heterogeneous networks\, and depict some analytical results for these perspectives.","Fading Channels,Stochastic Geometry,D2D Communications,Heterogeneous Networks","1344981,823630,820047","Romain,Guillaume,Jean-François","CHEVILLON,Andrieux,Diouris","Romain Chevillon,Guillaume Andrieux,Jean-François Diouris",2017-11-17,"0.spi,1.spi.tron","Campus de Beaulieu Bâtiment 11D263 Av.Général Leclerc-CS 74205 35042 Rennes Cedex,1\, quai de Tourville - BP 13522 - 44035 Nantes cedex 1,2 rue du Thabor - CS 46510 - 35065 Rennes cedex,20\, avenue des Buttes de Coësmes - CS 70839 - 35708 Rennes cedex 7,3\, rue Joliot Curie\,Plateau de Moulon\,91192 GIF-SUR-YVETTE Cedex",UMR6164,"fr,fr,fr,fr,fr,fr","Institut d'Electronique et de Télécommunications de Rennes,Université de Nantes,Université de Rennes 1,Institut National des Sciences Appliquées - Rennes,CentraleSupélec,Centre National de la Recherche Scientifique","laboratory,institution,institution,institution,institution,institution","IETR,UN,UR1,INSA Rennes,CNRS",en
hal-01632489,1,https://hal-univ-bourgogne.archives-ouvertes.fr/hal-01632489,COMM,10.1093/annonc/mdx369.155,,773TiPPRODIGE 51 - GASTFOX: Phase III randomised trial evaluating FOLFOX with or without DOCETAXEL (TFOX) as 1st line chemotherapy for locally advanced or metastatic oesophago-gastric adenocarcinoma,,EudraCT 2016-002331-16 NCT03006432,"637555,1667724,397050,1667725,1667726,479298,384846,107855,87705,1667727,497333,1667728,1667729,526479,397052,67050,262819,637557,1645629,14357","A.,E.,C.,C.,F.,O.,S.,F.,P.,B.,P.,Y.,N.,O.,T.,P.,P.,D.,S.,J.","Zaanan,Samalin,Louvet,Montérymard,Khemissa,Bouche,Louafi,Ghiringhelli,Bernard,Chibaudel,Artru,Molin,Baba-Hamed,Romano,Aparicio,Michel,Rougier,Tougeron,Manfredi,Taieb","A. Zaanan,E. Samalin,C. Louvet,C. Montérymard,F. Khemissa,O. Bouche,S. Louafi,F. Ghiringhelli,P. Bernard,B. Chibaudel,P. Artru,Y. Molin,N. Baba-Hamed,O. Romano,T. Aparicio,P. Michel,P. Rougier,D. Tougeron,S. Manfredi,J. Taieb",2017-09-08,"0.sdv,1.sdv.can","208\, Avenue des Apothicaires - Parc Euromédecine - 34298 Montpellier Cedex 5,42 Boulevard Jourdan\, 75014 Paris,CHU Dijon - 14 rue Paul Gaffarel - 21079 Dijon,CHU Dijon - 14 rue Paul Gaffarel - 21079 Dijon,20 Avenue du Languedoc\, 66000 Perpignan,20 Avenue du Languedoc\, 66000 Perpignan,1 Rue du Professeur Marion\, 21000 Dijon,480 avenue Ben Gourion\, 69009 Lyon,Maison Régionale de la Recherche Clinique - 6 rue du Professeur Laguesse - CS 50027 - 59045 Lille Cedex,Cité Scientifique - 59655 Villeneuve d'Ascq Cedex,Domaine universitaire du ""Pont de Bois""Rue du Barreau BP 60149 59653 Villeneuve d'Ascq Cedex,42 rue Paul Duez 59000 Lille,2\, avenue Oscar Lambret - 59037 Lille Cedex,Hôpital Avicenne 125\, rue de Stalingrad 93000 Bobigny,200 rue du Faubourg Saint-Denis 75475 Paris (Nord) Cedex 10,44035 Nantes,1\, quai de Tourville - BP 13522 - 44035 Nantes cedex 1,2 Rue de la Milétrie\, 86021 Poitiers,Hôpital François Mitterrand21000 Dijon,CHU Dijon - 14 rue Paul Gaffarel - 21079 Dijon,Université de Bourgogne - Faculte de medecine - 7\, boulevard Jeanne d'Arc - BP 87900 - 21079 Dijon Cedex,Maison de l'université - Esplanade Érasme - BP 27877 - 21078 Dijon cedex,101\, rue de Tolbiac\, 75013 Paris,26 Boulevard du Dr Petitjean - BP 87999 - 21079 Dijon cedex","IHFB,U1231,UMR_S 866","fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr","Service de gastroenterologie [CHU Georges Pompidou],Assistance publique - Hôpitaux de Paris (AP-HP),Hôpital Européen Georges Pompidou [APHP],UNICANCER - Institut régional du Cancer [Montpellier],CRLCC Val d'Aurelle - Paul Lamarque,Institut Mutualiste de Montsouris,Fédération Francophone de la Cancérologie Digestive\, FFCD,Service Biostatistiques et Informatique Médicale (CHU de Dijon),Centre Hospitalier Universitaire de Dijon - Hôpital François Mitterrand,Service de hépato-gastro-entérologie - cancérologie digestive [CH de Perpignan],Centre Hospitalier Saint Jean de Perpignan,Hôpital Robert Debré\, Service d'Hépato-gastroentérologie\, 51092 Reims\, France,affiliation inconnue,Service d'oncologie [Hôpital Sud Francilien\, Corbeil Essonnes],Hôpital Sud Francilien Corbeil-Essonnes,Centre Régional de Lutte contre le cancer - Centre Georges-François Leclerc,Service d'oncologie [Hôpital privé Toulon Hyères : Sainte Marguerite],Hôpital privé Toulon Hyères : Sainte Marguerite,Service d'oncologie [Institut Hospitalier Franco-Britannique : Levallois-Perret],Institut hospitalier Franco-Britannique [Levallois-Perret],Clinique Jean-Mermoz,Hôpital privé Jean Mermoz,Clinique de la Sauvegarde [Lyon],Site de Recherche Intégrée en Cancérologie,Université de Lille\, Sciences et Technologies,Université de Lille\, Sciences Humaines et Sociales,CRLCC Oscar Lambret,Cancéropole Nord-Ouest,Université de Lille\, Droit et Santé,Centre Hospitalier Régional Universitaire [Lille],Service de Gastro-entérologie [Avicenne],Assistance publique - Hôpitaux de Paris (AP-HP),Hôpital Avicenne,Université Paris 13,Service d'hépato-gastro-entérologie [Hôpital Saint-Louis],Groupe Hospitalier Saint Louis - Lariboisière - Fernand Widal [Paris],CHU Nantes,Université de Nantes,Service d’hépato-gastro-entérologie et assistance nutritive [CHU de Poitiers],CHU de Poitiers,Service d'hépato-gastroentérologie et cancérologie digestive (CHU de Dijon),Centre Hospitalier Universitaire de Dijon - Hôpital François Mitterrand,Lipides - Nutrition - Cancer [Dijon - U1231],Université de Bourgogne,Institut National de la Santé et de la Recherche Médicale,Institut National Supérieur des Sciences Agronomiques\, de l'Alimentation et de l'Environnement","department,institution,institution,laboratory,institution,institution,institution,laboratory,institution,department,institution,laboratory,institution,laboratory,institution,institution,laboratory,institution,laboratory,institution,laboratory,institution,institution,laboratory,institution,institution,institution,institution,institution,institution,laboratory,institution,institution,institution,laboratory,institution,laboratory,institution,laboratory,institution,laboratory,institution,laboratory,institution,institution,institution","HEGP,ICM,IMM,DIM,CHU Dijon,CRLCC - CGFL,SIRIC-ONCOLille,CHRU Lille,UN,CHU Dijon,LNC,UB,INSERM,AgroSup Dijon",en
hal-01632486,1,https://hal.archives-ouvertes.fr/hal-01632486,COMM,10.1007/978-3-319-69459-7_14,,Learning Probabilistic Relational Models Using an Ontology of Transformation Processes,"Probabilistic Relational Models (PRMs) extend Bayesian networks (BNs) with the notion of class of relational databases. Because of their richness\, learning them is a difficult task. In this paper\, we propose a method that learns a PRM from data using the semantic knowledge of an ontology describing these data in order to make the learning easier. To present our approach\, we describe an implementation based on an ontology of transformation processes and compare its performance to that of a method that learns a PRM directly from data. We show that\, even with small datasets\, our approach of learning a PRM using an ontology is more efficient.","Probabilistic relational models,Ontology Learning","1667719,402254,1229399,1528598,1038416","Mélanie,Pierre-Henri,Cristina E.,Juliette,Stephane","Munch,Wuillemin,Manfredotti,Dibie,Dervaux","Mélanie Munch,Pierre-Henri Wuillemin,Cristina E. Manfredotti,Juliette Dibie,Stephane Dervaux",2017-10-24,0.info,"16 rue Claude Bernard 75231 PARIS CEDEX 05,16 rue Claude Bernard F-75231 Paris Cedex 05,4 Place JUSSIEU 75252 PARIS CEDEX 05,4 place Jussieu - 75005 Paris","UMR0518,UMR7606","fr,fr,fr,fr,fr,fr,fr","Mathématiques et Informatique Appliquées,Institut National de la Recherche Agronomique,AgroParisTech,DECISION,Laboratoire d'Informatique de Paris 6,Université Pierre et Marie Curie - Paris 6,Centre National de la Recherche Scientifique","laboratory,institution,institution,researchteam,laboratory,institution,institution","MIA-Paris,INRA,LIP6,UPMC,CNRS",en
hal-01632485,1,https://hal.archives-ouvertes.fr/hal-01632485,ART,10.3390/rs9101010,,"3D Monitoring of Buildings Using TerraSAR-X InSAR\, DInSAR and PolSAR Capacities","The rapid expansion of cities increases the need of urban remote sensing for a large scale monitoring. This paper provides greater understanding of how TerraSAR-X (TSX) high-resolution abilities enable to reach the spatial precision required to monitor individual buildings\, through the use of a 4 year temporal stack of 100 images over Paris (France). Three different SAR modes are investigated for this purpose. First a method involving a whole time-series is proposed to measure realistic heights of buildings. Then\, we show that the small wavelength of TSX makes the interferometric products very sensitive to the ordinary building-deformation\, and that daily deformation can be measured over the entire building with a centimetric accuracy\, and without any a priori on the deformation evolution\, even when neglecting the impact of the atmosphere. Deformations up to 4 cm were estimated for the Eiffel Tower and up to 1 cm for other lower buildings. These deformations were analyzed and validated with weather and in situ local data. Finally\, four TSX polarimetric images were used to investigate geometric and dielectric properties of buildings under the deterministic framework. Despite of the resolution loss of this mode\, the possibility to estimate the structural elements of a building orientations and their relative complexity in the spatial organization are demonstrated.","SAR,InSAR,DiNsar,PolSAR,URBAN AREAS,DEFORMATION MONITORING,SCATTERERS' ORIENTATION,RADAR,POLARIMETRIE RADAR,URBANISME","1506297,1455425,109688,658281","Flora,Elise,Jean-Marie,Nicolas","Weissgerber,Colin-Koeniguer,Nicolas,Trouvé","Flora Weissgerber,Elise Colin-Koeniguer,Jean-Marie Nicolas,Nicolas Trouvé",2017-09-29,"0.phys,1.phys.phys,2.phys.phys.phys-space-ph,0.spi,1.spi.elec","The King's Buildings\, James Hutton Road\, Edinburgh EH9 3FE,Old College South Bridge Edinburgh EH8 9YL,F-91761 Palaiseau,46 rue Barrault 75634 Paris Cedex 13",,"gb,gb,fr,fr,fr","School of Geosciences [Edinburgh],University of Edinburgh,ONERA - The French Aerospace Lab,ONERA,Télécom ParisTech","laboratory,institution,laboratory,institution,institution",Palaiseau,en
hal-01632484,1,https://hal.archives-ouvertes.fr/hal-01632484,ART,10.1109/COMST.2016.2556979,,A Survey of Network Isolation Solutions for Multi-Tenant Data Centers,,,"1667718,883426,775840,208114","Valentin,Ahmed,Kamel,Guy","Del Piccolo,Amamou,Haddadou,Pujolle","Valentin Del Piccolo,Ahmed Amamou,Kamel Haddadou,Guy Pujolle",2016-04-20,"0.info,1.info.info-ni","4 Place JUSSIEU 75252 PARIS CEDEX 05,4 place Jussieu - 75005 Paris,4 Place JUSSIEU 75252 PARIS CEDEX 05,4 place Jussieu - 75005 Paris","UMR7606,UMR7606","fr,fr,fr,fr,fr,fr,fr,fr","Laboratoire d'Informatique de Paris 6,Université Pierre et Marie Curie - Paris 6,Centre National de la Recherche Scientifique,Gandi sas,Phare,Laboratoire d'Informatique de Paris 6,Université Pierre et Marie Curie - Paris 6,Centre National de la Recherche Scientifique","laboratory,institution,institution,institution,researchteam,laboratory,institution,institution","LIP6,UPMC,CNRS,LIP6,UPMC,CNRS",en
hal-01632483,1,https://hal-univ-rennes2.archives-ouvertes.fr/hal-01632483,DOUV,,,Musique et enregistrement / sous la direction de Pierre-Henry Frangne et Hervé Lacombe,"« L’enregistrement affectera l’auditeur vers lequel finalement toute cette activité est dirigée. » Ce sont ces changements\, promis par Glenn Gould en 1966\, que cet ouvrage repère et analyse. Musicologue\, ethnomusicologue\, historien des arts contemporains et des techniques d’enregistrement\, producteur de disques\, ingénieur du son\, directeur artistique\, musicien\, théoricien du cinéma et philosophe\, tous tendent l’oreille dans ce livre au monde sonore\, musical et cinématographique contemporain.","Industrie de la musique et du son,Son -- Enregistrement et reproduction,Enregistrements sonores -- Production et édition","643114,643053","Pierre-Henri,Hervé","Frangne,Lacombe","Pierre-Henri Frangne,Hervé Lacombe",2014,"0.shs,0.shs,1.shs.art","Université Rennes 2 - UFR Arts\, Lettres et Communication - Place du Recteur Henri Le Moal. 35043 RENNES CEDEX,Place du recteur Henri Le Moal - CS 24307 - 35043 Rennes cedex",EA 1279,"fr,fr","Histoire et Critique des Arts,Université de Rennes 2","laboratory,institution","HCA - EA 1279,UR2",fr
hal-01632482,1,https://hal.archives-ouvertes.fr/hal-01632482,COMM,,,Network reduction towards a scale-free structure preserving physical properties,,,"1667698,1251830,1409084","Nicolas,Paolo,Carlos","Martin,Frasca,Canudas de Wit","Nicolas Martin,Paolo Frasca,Carlos Canudas de Wit",2017-11-29,"0.spi,1.spi.auto,0.info,1.info.info-ds,0.info,1.info.info-si,0.info,1.info.info-sy","Centre de Recherche Inria655 Avenue de l'Europe\, 38330 Montbonnot-Saint-Martin,Inovallée655 avenue de l'Europe38330 Montbonnot,Domaine de VoluceauRocquencourt - BP 10578153 Le Chesnay Cedex,11 rue des Mathématiques\, Grenoble Campus BP46\, 38402 SAINT MARTIN D'HERES,GIPSA-lab 11 rue des Mathématiques\, Grenoble Campus BP46F-38402 SAINT MARTIN D'HERES CEDEX,BP 47 - 38040 Grenoble Cedex 9,BP 25 38040 Grenoble Cedex,BP 53 - 38041 Grenoble Cedex 9,CS 40700 - 38058 Grenoble cedex",UMR5216,"fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr","Networked Controlled Systems,Inria Grenoble - Rhône-Alpes,Institut National de Recherche en Informatique et en Automatique,Département Automatique,Grenoble Images Parole Signal Automatique,Université Pierre Mendès France - Grenoble 2,Université Stendhal - Grenoble 3,Université Joseph Fourier - Grenoble 1,Institut Polytechnique de Grenoble - Grenoble Institute of Technology,Centre National de la Recherche Scientifique,Université Grenoble Alpes","researchteam,laboratory,institution,department,laboratory,institution,institution,institution,institution,institution,institution","NECS,Inria,GIPSA-DA,GIPSA-lab,UPMF,UJF,CNRS,UGA",en
hal-01632481,1,https://hal-mines-paristech.archives-ouvertes.fr/hal-01632481,ART,10.1122/1.4999061,,Volume instabilities in capillary flow of pure SBR and SBR compounds,"The flow instabilities of pure styrene-butadiene-rubber (SBR) and SBR compounds filled with silica were characterized using capillary rheometry. Above a critical shear stress\, volume defects develop\, leading to products of unacceptable quality. Unlike other polymers (polystyrene and low density polyethylene)\, the onset of these defects is concomitant with a transition from no slip (or weak slip) to strong slip conditions. Volume instabilities are affected by the silica content and the type of additive (coating or coupling agents) present in the compounds. A method based on image analysis is proposed to quantify volume defects\, which can help to compare the different compounds in terms of extrusion quality.","Polymers,Amorphous solids,Flow instabilities,Extrusive structures,Materials forming","1667716,1667717,515298","Miren,Michel,Bruno","Jugo Viloria,Valtier,Vergnes","Miren Jugo Viloria,Michel Valtier,Bruno Vergnes",2017-09,"0.spi,1.spi.mat","Rue Claude Daunesse CS 10207 06904 Sophia Antipolis cedex,60\, boulevard Saint-Michel 75006 Paris,Givisiez",UMR7635,"fr,fr,fr,fr,ch,fr","Centre de Mise en Forme des Matériaux,MINES ParisTech - École nationale supérieure des mines de Paris,PSL Research University,Centre National de la Recherche Scientifique,Michelin,Société Michelin","laboratory,institution,institution,institution,laboratory,institution","CEMEF,PSL,CNRS",en
tel-01632480,1,https://tel.archives-ouvertes.fr/tel-01632480,THESE,,2017SACLV063,"Les tétrazoles précurseurs de carbènes vinyliques : des cyanoazétidines aux réactions click itératives,Tetrazoles as alkylidene carbenes precursors : from cyanoazetidines to iterative click reactions","Ce manuscrit débute par un panorama général de la chimie des carbènes vinyliques. Nous nous sommes ensuite intéressés à la génération de tels carbènes à partir de cyanoazétidines\, qui conduisent à la formation d’amines homopropargyliques. L’extension de cette réactivité aux cyanoépoxydes nous a menés à la découverte d’une voie de synthèse d’ α-hydroxy-β-azidotétrazoles (AHBATs)\, qui ont fait l’objet d’une application originale en chimie de ligation. Ainsi\, ces AHBATs permettent de réaliser des réactions click de CuAAC de façon orthogonale et itérative. Enfin\, la dernière partie de ce manuscrit est consacré à l’étude mécanistique et à l’optimisation de la décomposition d’ α-hydroxytétrazoles en alcynes vrais.,This manuscript begins with a general description of the chemistry of alkylidene carbenes. We then studied the generation of such carbenes from 2-cyanoazetidines\, leading to the formation of homopropargylamines. The extension of this reactivity to cyanoepoxides lead us to discover a way to synthesize α-hydroxy-β-azidotetrazoles (AHBATs)\, that appeared to have an interesting application in ligation chemistry. These AHBATs allow to realize sequential and iterative CuAAC reactions in an orthogonal manner. Finally\, the last part of this manuscript describes the mechanistic and optimization studies of the decomposition of α-hydroxytetrazoles into alkynes.","Alkylidene carbene,Click chemistry,Cyanoazétidines,Tetrazoles,Ligation,Carbènes vinyliques,Chimie click",1667715,Pierre,Quinodoz,Pierre Quinodoz,2017-10-13,"0.chim,1.chim.orga","Bâtiment Lavoisier 45 avenue des Etats Unis 78035 VERSAILLES CEDEX,55 avenue de Paris - 78035 Versailles cedex","UMR8180,UMR8180","fr,fr,fr","Institut Lavoisier de Versailles,Université de Versailles Saint-Quentin-en-Yvelines,Centre National de la Recherche Scientifique","laboratory,institution,institution","ILV,UVSQ,CNRS",fr
hal-01632476,1,http://hal.univ-lille3.fr/hal-01632476,COUV,,,"Enseigner l’EPS en milieu populaire urbain : revendiquer\, subir\, ignorer ou questionner les rapports sociaux de sexe",,,1662632,Carine,Guérandel,Carine Guérandel,2014,"0.shs,1.shs.socio","Domaine universitaire du ""Pont de Bois""Rue du Barreau BP 60149 59653 Villeneuve d'Ascq Cedex",EA3589,"fr,fr","Centre de Recherche 'Individus\, Epreuves\, Sociétés',Université de Lille\, Sciences Humaines et Sociales","laboratory,institution",CeRIES,fr
hal-01632475,1,http://hal.univ-grenoble-alpes.fr/hal-01632475,COMM,,,Evaluating the Implication of COP21 for Energy Security in EU28,"It is widely accepted that the implementation of climate policies through energy efficiency measures and increased use of renewable sources in energy mix would enhance energy security. However\, some induced effects have to be considered when talking about impacts of climate policies on energy security. The objective of this study is to analyze the energy security in global and EU transition prospective scenarios using POLES model and integrating COP21 objectives. We also propose a further analysis of energy security issues with respect to two elements of crucial importance in the European context: role of gas in European energy mix and the impact on grid stability of the high share of intermittent renewable.","Energy security,Scenario,Climate policy,European Union","1125174,680458,1258804","Elena,Silvana,Sandrine","Stolyarova,Mima,Mathy","Elena Stolyarova,Silvana Mima,Sandrine Mathy",2017-11-02,"0.shs,1.shs.eco","1221 rue des residences. Domaine Universitaire - BATEG - BP 4738040 Grenoble,46 avenue Félix Viallet 38031 Grenoble Cedex 1,CS 40700 - 38058 Grenoble cedex","UMR 1215,UMR 5313","fr,fr,fr,fr,fr","Laboratoire d'Economie Appliquée de Grenoble,Institut polytechnique de Grenoble - Grenoble Institute of Technology,Institut National de la Recherche Agronomique,Centre National de la Recherche Scientifique,Université Grenoble Alpes","laboratory,institution,institution,institution,institution","GAEL,Grenoble INP,INRA,CNRS,UGA",en
